role,job_title,company,location,exp_min,exp_max,exp_avg,min_sal,max_sal,sal_avg_lpa,skills_list,skills_normalized
Business Analyst,Business Analyst,Indiano Chrome,Pune(Magarpatta),6.0,8.0,7.0,6.5,8.5,7.5,"['business analysis', 'business strategy', 'business planning', 'business consulting', 'corporate planning', 'management consulting', 'data analysis', 'cost optimization']","business analysis, business strategy, business planning, business consulting, corporate planning, management consulting, data analysis, cost optimization"
Business Analyst,Business Analyst,Wrench Solutions,Kochi,0.0,2.0,1.0,9.0,13.8,11.4,"['analytical skills', 'training', 'basic', 'interpersonal skills', 'construction', 'business analyst', 'project management', 'product testing']","analytical skills, training, basic, interpersonal skills, construction, business analyst, project management, product testing"
Business Analyst,Business Analyst,IntouchCX,Hyderabad,1.0,4.0,2.5,9.0,13.8,11.4,"['excel', 'google sheets', 'mis', 'vlookup', 'formulas', 'charts', 'advanced excel', 'lookup']","excel, google sheets, mis, vlookup, formulas, charts, advanced excel, lookup"
Business Analyst,Business Analyst,Novastrid It Ventures,Chennai(Karapakkam),3.0,6.0,4.5,5.0,10.0,7.5,"['requirement gathering', 'user stories', 'agile', 'jira', 'business analysis', 'gap analysis', 'requirements management', 'use cases']","requirement gathering, user stories, agile, jira, business analysis, gap analysis, requirements management, use cases"
Business Analyst,Business Analyst,Cygnus A D Management Consulting Llp,Mumbai,4.0,9.0,6.5,10.0,13.0,11.5,"['business analyst', 'financial planning and analysis', 'service revenue', 'business analysis', 'sql', 'erp', 'business analytics', 'fp&a']","business analyst, financial planning and analysis, service revenue, business analysis, sql, erp, business analytics, fp&a"
Business Analyst,Business Analyst,Opus Technologies,"Hybrid - Pune, Mumbai (All Areas)",12.0,16.0,14.0,9.0,13.8,11.4,"['business requirement analysis', 'business analysis', 'sme accounting', 'confluence', 'sme general ledger', 'jira', 'accounting closure', 'analysis']","business requirement analysis, business analysis, sme accounting, confluence, sme general ledger, jira, accounting closure, analysis"
Business Analyst,Business Analyst,Vijay Mamra,Ahmedabad,1.0,3.0,2.0,9.0,13.8,11.4,"['business analyst', 'business analysis']","business analyst, business analysis"
Business Analyst,Business Analyst,Manektech,Ahmedabad,4.0,8.0,6.0,9.0,13.8,11.4,"['business analyst', 'business analysis']","business analyst, business analysis"
Business Analyst,Urgent Opening For Sail Point- Business Analyst,Futurz,Pune,3.0,6.0,4.5,9.0,13.8,11.4,"['sailpoint', 'identity access management', 'business analytics', 'idam', 'requirement gathering', 'identity governance', 'integration', 'sailpoint identity management']","sailpoint, identity access management, business analytics, idam, requirement gathering, identity governance, integration, sailpoint identity management"
Business Analyst,Business Analyst,Alphasense,Pune,1.0,4.0,2.5,9.0,13.8,11.4,"['data analysis', 'project management', 'process improvement', 'consulting', 'investment banking', 'business intelligence', 'analytics', 'six sigma']","data analysis, project management, process improvement, consulting, investment banking, business intelligence, analytics, six sigma"
Business Analyst,Business Analyst,Camions Logistics Solutions,Gurugram,2.0,7.0,4.5,5.0,7.0,6.0,"['excel expertise', 'process automation', 'excel', 'problem solving', 'flow charts', 'tableau', 'sql', 'pivot table']","excel expertise, process automation, excel, problem solving, flow charts, tableau, sql, pivot table"
Business Analyst,Business Analyst - Value Chain Platforms,Not Available,"India, Chennai",3.0,5.0,4.0,5.0,10.0,7.5,"['confluence', 'sap erp', 'process optimization', 'scada', 'sql', 'sap s hana', 'idocs', 'visio']","confluence, sap erp, process optimization, scada, sql, sap s hana, idocs, visio"
Business Analyst,Business Analyst,BIZ2X Platform Private Limited,Noida,3.0,5.0,4.0,3.0,8.0,5.5,"['sql', 'cross functional coordination', 'excel', 'power bi', 'tableau', 'cross functional teams', 'marketing analytics', 'analytics']","sql, cross functional coordination, excel, power bi, tableau, cross functional teams, marketing analytics, analytics"
Business Analyst,Business Analyst,Pcsinfinity,Noida,3.0,5.0,4.0,9.0,13.8,11.4,"['functional specifications', 'project management', 'business requirements', 'configuration', 'gap analysis', 'test cases', 'business analysis', 'problem solving']","functional specifications, project management, business requirements, configuration, gap analysis, test cases, business analysis, problem solving"
Business Analyst,Business Analyst,Massmutual Global Business Services India,Hyderabad,5.0,10.0,7.5,9.0,13.8,11.4,"['business process', 'data analysis', 'business analysis', 'bfsi', 'project management', 'troubleshooting', 'business intelligence', 'analytics']","business process, data analysis, business analysis, bfsi, project management, troubleshooting, business intelligence, analytics"
Business Analyst,AgilePoint Business Analyst / Developer,Caldic,Mumbai,6.0,11.0,8.5,9.0,13.8,11.4,"['analytical skills', 'training', 'automation', 'business analyst', 'pharma', 'workflow', 'deployment', 'uat']","analytical skills, training, automation, business analyst, pharma, workflow, deployment, uat"
Business Analyst,Business Analyst,Difinity Digital,Kochi,2.0,4.0,3.0,9.0,13.8,11.4,"['qa', 'client handling', 'erp', 'business analyst', 'analytical', 'uat', 'data analytics', 'stakeholder management']","qa, client handling, erp, business analyst, analytical, uat, data analytics, stakeholder management"
Business Analyst,IAM Secrets Business Analyst,banking,"Hybrid - Hyderabad, Pune",5.0,10.0,7.5,9.0,13.8,11.4,"['iam', 'documentation', 'risk management', 'stakeholder management', 'business analysis', 'cism', 'identity access management', 'kpi']","iam, documentation, risk management, stakeholder management, business analysis, cism, identity access management, kpi"
Business Analyst,BNP Paribas is looking For a Business Analyst!,BNP Paribas,Hybrid - Chennai,8.0,13.0,10.5,9.0,13.8,11.4,"['agile methodology', 'requirement gathering', 'frd', 'business analyst', 'sql', 'gap analysis', 'brd', 'sprint']","agile methodology, requirement gathering, frd, business analyst, sql, gap analysis, brd, sprint"
Business Analyst,Business Analyst,BNP Paribas,Chennai,3.0,5.0,4.0,9.0,13.8,11.4,"['business analysis', 'capital markets', 'agile', 'test management', 'uat', 'sql', 'marketing', 'analysis']","business analysis, capital markets, agile, test management, uat, sql, marketing, analysis"
Business Analyst,Business Analyst - L4,Wipro,Pune,5.0,8.0,6.5,9.0,13.8,11.4,"['project management', 'business analysis', 'change request', 'rfi', 'rfp', 'charts', 'client engagement', 'test cases']","project management, business analysis, change request, rfi, rfp, charts, client engagement, test cases"
Business Analyst,Business Analyst - L4,Wipro,Chennai,5.0,8.0,6.5,9.0,13.8,11.4,"['project management', 'business analysis', 'root cause analysis', 'integration testing', 'rfp', 'process flow diagram', 'charts', 'client engagement']","project management, business analysis, root cause analysis, integration testing, rfp, process flow diagram, charts, client engagement"
Business Analyst,Business Analyst - L4,Wipro,Chennai,5.0,8.0,6.5,9.0,13.8,11.4,"['project management', 'business analysis', 'root cause analysis', 'integration testing', 'rfp', 'process flow diagram', 'charts', 'client engagement']","project management, business analysis, root cause analysis, integration testing, rfp, process flow diagram, charts, client engagement"
Business Analyst,Business Analyst - L5,Wipro,Gurugram,8.0,10.0,9.0,9.0,13.8,11.4,"['project management', 'business analysis', 'root cause analysis', 'integration testing', 'rfp', 'charts', 'client engagement', 'test cases']","project management, business analysis, root cause analysis, integration testing, rfp, charts, client engagement, test cases"
Business Analyst,Business Analyst - L4,Wipro,Pune,5.0,8.0,6.5,9.0,13.8,11.4,"['project management', 'software testing', 'business analysis', 'change request', 'root cause analysis', '89671', 'client engagement', 'documentation']","project management, software testing, business analysis, change request, root cause analysis, 89671, client engagement, documentation"
Business Analyst,Business Analyst,Larsen & Toubro (L&T),Chennai,7.0,8.0,7.5,9.0,13.8,11.4,"['erp', 'sql', 'change management', 'business analysis', 'senior executive', 'project management', 'javascript', 'agile']","erp, sql, change management, business analysis, senior executive, project management, javascript, agile"
Business Analyst,Hiring: Business Analyst,Sonata Software,"Hybrid - Hyderabad, Chennai, Bengaluru",7.0,10.0,8.5,9.0,13.8,11.4,"['retail', 'ecommerce', 'business analyat', 'e', 'commerce', 'business analysis', 'hiring']","retail, ecommerce, business analyat, e, commerce, business analysis, hiring"
Business Analyst,Business Analyst,BNP Paribas,Chennai,5.0,10.0,7.5,9.0,13.8,11.4,"['business analysis', 'risk management', 'strategy development', 'project management', 'communication', 'analysis', 'project', 'development']","business analysis, risk management, strategy development, project management, communication, analysis, project, development"
Business Analyst,Business Analyst,Accenture,Pune,15.0,20.0,17.5,9.0,13.8,11.4,"['commodity management', 'project management', 'sap', 'business analysis', 'process mapping', 'vendor management', 'strategic sourcing', 'documentation']","commodity management, project management, sap, business analysis, process mapping, vendor management, strategic sourcing, documentation"
Business Analyst,Business Analyst,Accenture,Mumbai,15.0,20.0,17.5,9.0,13.8,11.4,"['confluence', 'data analysis', 'business analysis', 'scrum', 'jira', 'project management', 'gap analysis', 'documentation']","confluence, data analysis, business analysis, scrum, jira, project management, gap analysis, documentation"
Business Analyst,Business Analyst,Accenture,Pune,1.0,4.0,2.5,9.0,13.8,11.4,"['business analysis', 'reltio', 'sql', 'business requirement analysis', 'data quality', 'project management', 'oracle', 'gap analysis']","business analysis, reltio, sql, business requirement analysis, data quality, project management, oracle, gap analysis"
Business Analyst,Business Analyst - FOREX,BNP Paribas,Chennai,3.0,8.0,5.5,9.0,13.8,11.4,"['forex', 'capital markets', 'test management tools', 'scrummaster', 'sql query', 'quality management', 'uat', 'business analysis']","forex, capital markets, test management tools, scrummaster, sql query, quality management, uat, business analysis"
Business Analyst,Business Analyst,Leading Media Solution company,"Mumbai Suburban, Mumbai (All Areas)",4.0,9.0,6.5,7.0,11.0,9.0,"['waterfall', 'gap analysis', 'agile methodology', 'analysis', 'agile', 'gap', 'business analysis']","waterfall, gap analysis, agile methodology, analysis, agile, gap, business analysis"
Business Analyst,Business Analyst,SAGE IT,Hyderabad,8.0,13.0,10.5,9.0,13.8,11.4,"['product owner', 'ai', 'business analysis', 'automation', 'data analytics', 'artificial intelligence', 'data', 'analysis']","product owner, ai, business analysis, automation, data analytics, artificial intelligence, data, analysis"
Business Analyst,Business Analyst,Dishha Staffing Services,Hyderabad,2.0,4.0,3.0,9.0,13.8,11.4,"['stakeholder management', 'business analysis', 'gap analysis', 'business requirement analysis', 'data analysis expressions', 'clinical workflows', 'business process modeling', 'pharma data']","stakeholder management, business analysis, gap analysis, business requirement analysis, data analysis expressions, clinical workflows, business process modeling, pharma data"
Business Analyst,Business Analyst,Hexaware Technologies,"Hybrid - Navi Mumbai, Pune, Chennai",10.0,18.0,14.0,9.0,13.8,11.4,"['wealth management', 'financial services', 'finance', 'business analysis', 'management']","wealth management, financial services, finance, business analysis, management"
Business Analyst,AWD BUSINESS ANALYST,Atos,Mumbai,5.0,10.0,7.5,9.0,13.8,11.4,"['qa', 'project development', 'csr', 'business analyst', 'functional testing', 'diversity and inclusion', 'workflow', 'selenium']","qa, project development, csr, business analyst, functional testing, diversity and inclusion, workflow, selenium"
Business Analyst,Business Analyst,banking,"Hybrid - Hyderabad, Pune",6.0,10.0,8.0,9.0,13.8,11.4,"['stakeholder management', 'system analysis', 'data visualization', 'security capabilities', 'quality assurance', 'management', 'analysis', 'security']","stakeholder management, system analysis, data visualization, security capabilities, quality assurance, management, analysis, security"
Business Analyst,Business Analyst,Turing Global India,Remote,2.0,7.0,4.5,9.0,13.8,11.4,"['business analysis', 'translation', 'research analysis', 'journalism', 'copy writing', 'analysis', 'writing', 'research']","business analysis, translation, research analysis, journalism, copy writing, analysis, writing, research"
Business Analyst,Manager Business Analyst,Info Edge,Noida,3.0,6.0,4.5,9.0,13.8,11.4,"['python', 'business requirements', 'software testing', 'business solutions', 'business analysis', 'business rules', 'machine learning', 'dashboards']","python, business requirements, software testing, business solutions, business analysis, business rules, machine learning, dashboards"
Business Analyst,Hiring Business Analyst,Dmi Innovations,Bengaluru(MG Road),5.0,10.0,7.5,9.0,13.8,11.4,"['business analyst', 'edc', '21 cfr part 11', 'agile', 'ecoa', 'gap analysis', 'impact analysis', 'requirement gathering']","business analyst, edc, 21 cfr part 11, agile, ecoa, gap analysis, impact analysis, requirement gathering"
Business Analyst,Business Analyst,Guardian India,Hybrid - Chennai,5.0,10.0,7.5,9.0,13.8,11.4,"['roadmap', 'artificial intelligence', 'cost benefit analysis', 'business analysis', 'intelligence', 'benefits', 'analysis', 'benefit analysis']","roadmap, artificial intelligence, cost benefit analysis, business analysis, intelligence, benefits, analysis, benefit analysis"
Business Analyst,Franchise Business Analyst,Franchisebazar,Bengaluru,2.0,4.0,3.0,9.0,13.8,11.4,"['pitch development', 'strategy presentations', 'investor presentations', 'business modeling', 'operating manuals', 'analytical skill', 'franchising management', 'market analysis']","pitch development, strategy presentations, investor presentations, business modeling, operating manuals, analytical skill, franchising management, market analysis"
Business Analyst,Business Analyst - Male candidates,Accrete Globus Technology,Bengaluru(JP Nagar),0.0,2.0,1.0,3.5,5.5,4.5,"['gap analysis', 'erp implementation', 'requirement gathering', 'client interaction', 'client management', 'product implementation', 'requirement analysis', 'client handling']","gap analysis, erp implementation, requirement gathering, client interaction, client management, product implementation, requirement analysis, client handling"
Business Analyst,Business Analyst,Accenture,Bengaluru,7.0,12.0,9.5,9.0,13.8,11.4,"['business analysis', 'business requirement analysis', 'requirement analysis', 'process modeling', 'agile methodology', 'project management', 'gap analysis', 'documentation']","business analysis, business requirement analysis, requirement analysis, process modeling, agile methodology, project management, gap analysis, documentation"
Business Analyst,Business Analyst,Bitespeed,Bengaluru,3.0,8.0,5.5,9.0,13.8,11.4,"['business analysis', 'operational excellence', 'core revops', 'system design', 'revenue planning', 'revenue operations tooling', 'operations', 'revenue']","business analysis, operational excellence, core revops, system design, revenue planning, revenue operations tooling, operations, revenue"
Business Analyst,Business Analyst,Eurofins,Bengaluru,3.0,6.0,4.5,9.0,13.8,11.4,"['software development', 'documentation', 'presentation skills', 'scrum', 'agile', 'ux', 'test scenarios', 'software testing']","software development, documentation, presentation skills, scrum, agile, ux, test scenarios, software testing"
Business Analyst,Business Analyst,Premium Aerotec,Bengaluru,3.0,8.0,5.5,9.0,13.8,11.4,"['computer science', 'automation', 'data analysis', 'change management', 'project management', 'analytical', 'agile', 'problem management']","computer science, automation, data analysis, change management, project management, analytical, agile, problem management"
Business Analyst,Business Analyst,Accenture,Bengaluru,5.0,10.0,7.5,9.0,13.8,11.4,"['openlink endur', 'etrm', 'emission', 'waterfall', 'agile', 'ctrm', 'project management', 'functional analysis']","openlink endur, etrm, emission, waterfall, agile, ctrm, project management, functional analysis"
Business Analyst,Murex Business Analyst - Reconciliation,Luxoft,Bengaluru,3.0,5.0,4.0,9.0,13.8,11.4,"['automation testing', 'documentation', 'business analysis', 'murex', 'teams', 'mob', 'project management', 'iterative']","automation testing, documentation, business analysis, murex, teams, mob, project management, iterative"
Business Analyst,Business Analyst - Business Analysis,Yash Technologies,Hyderabad,5.0,10.0,7.5,9.0,13.8,11.4,"['business process modeling', 'diagramming', 'kanban', 'scrum', 'agile', 'test scenarios', 'regression testing', 'defect tracking']","business process modeling, diagramming, kanban, scrum, agile, test scenarios, regression testing, defect tracking"
Business Analyst,Business Analyst - Retirement AI,Razorthink,"Mumbai, Delhi / NCR, Bengaluru",5.0,7.0,6.0,9.0,13.8,11.4,"['business analysis', 'excel', 'retirement planning', 'confluence', 'jira', 'sql', 'retirement', 'planning']","business analysis, excel, retirement planning, confluence, jira, sql, retirement, planning"
Business Analyst,Business Analyst,Diverse Lynx,Bengaluru,1.0,4.0,2.5,9.0,13.8,11.4,"['data analysis', 'business analyst', 'treasury operations', 'uat', 'sql', 'data', 'treasury', 'analysis']","data analysis, business analyst, treasury operations, uat, sql, data, treasury, analysis"
Business Analyst,Business Analyst,Accenture,Bengaluru,15.0,20.0,17.5,9.0,13.8,11.4,"['openlink endur', 'agile testing', 'emission', 'waterfall', 'agile', 'project management', 'automation testing', 'functional analysis']","openlink endur, agile testing, emission, waterfall, agile, project management, automation testing, functional analysis"
Business Analyst,nCino Business Analyst,"NTT DATA, Inc.","Noida, Bengaluru",8.0,10.0,9.0,9.0,13.8,11.4,"['ncino', 'financial services', 'communicational skills', 'corporate lending', 'agile methodology', 'visualforce', 'sfdc', 'banking software']","ncino, financial services, communicational skills, corporate lending, agile methodology, visualforce, sfdc, banking software"
Business Analyst,Business Analyst,Accenture,Bengaluru,15.0,20.0,17.5,9.0,13.8,11.4,"['openlink endur', 'regression testing', 'emission', 'waterfall', 'agile', 'ctrm', 'project management', 'etrm']","openlink endur, regression testing, emission, waterfall, agile, ctrm, project management, etrm"
Business Analyst,Business Analyst,BriskWin IT (BWIT),"Hybrid - Ahmedabad, Chennai, Bengaluru",5.0,10.0,7.5,9.0,13.8,11.4,"['dynamics crm', 'business analyst', 'requirement gathering', 'dynamic', 'dynamics', 'crm', 'microsoft']","dynamics crm, business analyst, requirement gathering, dynamic, dynamics, crm, microsoft"
Business Analyst,Business Analyst IAM IDP & API Authentication,Cloudxtreme,"Hybrid - Hyderabad, Pune, Bengaluru",8.0,13.0,10.5,9.0,13.8,11.4,"['saml', 'business analysis', 'oauth', 'agile methodology', 'credential lifecycle management', 'access administration', 'risk management', 'stakeholder management']","saml, business analysis, oauth, agile methodology, credential lifecycle management, access administration, risk management, stakeholder management"
Business Analyst,Business Insights Analyst,Taskus,Gurugram,1.0,6.0,3.5,9.0,13.8,11.4,"['business analysis', 'fintech', 'sql', 'business insights', 'customer experience', 'project management', 'data analysis', 'data analytics']","business analysis, fintech, sql, business insights, customer experience, project management, data analysis, data analytics"
Business Analyst,Business Insights Analyst,Taskus,"Mohali, Mohali",2.0,7.0,4.5,9.0,13.8,11.4,"['data analysis', 'power bi', 'sql', 'tableau', 'data visualization', 'python', 'data analytics', 'information technology']","data analysis, power bi, sql, tableau, data visualization, python, data analytics, information technology"
Business Analyst,Business Analyst,Accenture,Bengaluru,3.0,8.0,5.5,9.0,13.8,11.4,"['project management', 'business solutions', 'business analysis', 'business requirement analysis', 'process mapping', 'gap analysis', 'user stories', 'sql']","project management, business solutions, business analysis, business requirement analysis, process mapping, gap analysis, user stories, sql"
Business Analyst,Business Analyst - L4,Wipro,Bengaluru,5.0,8.0,6.5,9.0,13.8,11.4,"['project management', 'software testing', 'business analysis', 'root cause analysis', 'telco', 'client engagement', 'documentation', 'test cases']","project management, software testing, business analysis, root cause analysis, telco, client engagement, documentation, test cases"
Business Analyst,Business Analyst - L4,Wipro,Bengaluru,5.0,8.0,6.5,9.0,13.8,11.4,"['business analysis', 'change request', 'user stories', 'rfi', 'rfp', 'client engagement', 'documentation', 'test cases']","business analysis, change request, user stories, rfi, rfp, client engagement, documentation, test cases"
Business Analyst,Business Analyst - L4,Wipro,Bengaluru,5.0,8.0,6.5,9.0,13.8,11.4,"['project management', 'software testing', 'business analysis', 'change request', 'root cause analysis', 'client engagement', 'documentation', 'test cases']","project management, software testing, business analysis, change request, root cause analysis, client engagement, documentation, test cases"
Business Analyst,Business Analyst,Accenture,Bengaluru,12.0,15.0,13.5,9.0,13.8,11.4,"['project management', 'business analysis', 'avaloq', 'process mapping', 'project execution', 'software testing', 'business modeling', 'automation testing']","project management, business analysis, avaloq, process mapping, project execution, software testing, business modeling, automation testing"
Business Analyst,Business Analyst (Odessa),Emagine Infotech Software,Bengaluru,2.0,5.0,3.5,9.0,13.8,11.4,"['end user', 'written communication', 'customer service', 'business analysis', 'end', 'communication skills', 'analysis', 'usage']","end user, written communication, customer service, business analysis, end, communication skills, analysis, usage"
Business Analyst,Business Analyst - L5,Wipro,Bengaluru,8.0,10.0,9.0,9.0,13.8,11.4,"['project management', 'business analysis', 'root cause analysis', 'integration testing', 'payment domain', 'client engagement', 'documentation', 'test cases']","project management, business analysis, root cause analysis, integration testing, payment domain, client engagement, documentation, test cases"
Business Analyst,Business Analyst,Accenture,Bengaluru,15.0,20.0,17.5,9.0,13.8,11.4,"['trading', 'oems', 'stakeholder management', 'trade operations', 'financial markets', 'middle office', 'system design', 'business analysis']","trading, oems, stakeholder management, trade operations, financial markets, middle office, system design, business analysis"
Business Analyst,Business Analyst,Accenture,Bengaluru,12.0,15.0,13.5,9.0,13.8,11.4,"['project management', 'business solutions', 'business analysis', 'avaloq', 'process mapping', 'software testing', 'business modeling', 'automation testing']","project management, business solutions, business analysis, avaloq, process mapping, software testing, business modeling, automation testing"
Business Analyst,"Business Analyst II, WW FBA Central Analytics",Amazon,Bengaluru,3.0,8.0,5.5,9.0,13.8,11.4,"['demand planning', 'business analyst', 'financial analysis', 'analytical', 'analyst ii', 'data visualization', 'operations', 'sql']","demand planning, business analyst, financial analysis, analytical, analyst ii, data visualization, operations, sql"
Business Analyst,Business Analyst,Accenture,Bengaluru,1.0,4.0,2.5,9.0,13.8,11.4,"['project management', 'business solutions', 'business analysis', 'guidewire', 'stakeholder management', 'software testing', 'gap analysis', 'documentation']","project management, business solutions, business analysis, guidewire, stakeholder management, software testing, gap analysis, documentation"
Business Analyst,Business Analyst,Leading IT MNC,"Hybrid - Hyderabad, Pune, Bengaluru",8.0,13.0,10.5,18.0,27.5,22.8,"['business analyst', 'brd', 'requirement gathering', 'payments domain', 'cards domain', 'payments', 'payment domain', 'business analysis']","business analyst, brd, requirement gathering, payments domain, cards domain, payments, payment domain, business analysis"
Business Analyst,Business Analyst,Accenture,Bengaluru,1.0,4.0,2.5,9.0,13.8,11.4,"['business process modeling', 'business solutions', 'business analysis', 'guidewire', 'information gathering', 'project management', 'documentation', 'user stories']","business process modeling, business solutions, business analysis, guidewire, information gathering, project management, documentation, user stories"
Business Analyst,Business Analyst,Accenture,Bengaluru,1.0,4.0,2.5,9.0,13.8,11.4,"['project management', 'documentation', 'business analysis', 'guidewire', 'stakeholder management', 'gap analysis', 'power bi', 'user stories']","project management, documentation, business analysis, guidewire, stakeholder management, gap analysis, power bi, user stories"
Business Analyst,Business Analyst,Luxoft,Bengaluru,8.0,13.0,10.5,9.0,13.8,11.4,"['ledger', 'regulatory', 'documentation', 'blockchain', 'smart contracts', 'hyperledger', 'corda', 'gap analysis']","ledger, regulatory, documentation, blockchain, smart contracts, hyperledger, corda, gap analysis"
Business Analyst,Business Analyst,Accenture,Bengaluru,5.0,10.0,7.5,9.0,13.8,11.4,"['business analysis', 'service cloud', 'salesforce', 'salesforce sales cloud', 'business requirement analysis', 'test scenarios', 'data validation', 'poc']","business analysis, service cloud, salesforce, salesforce sales cloud, business requirement analysis, test scenarios, data validation, poc"
Business Analyst,Business Analyst- Intern/Freshers,Orca pod Consulting Services,Gurugram,0.0,3.0,1.5,9.0,13.8,11.4,"['excel', 'business analysis', 'requirement gathering', 'data analysis', 'data', 'requirements', 'analysis']","excel, business analysis, requirement gathering, data analysis, data, requirements, analysis"
Business Analyst,Business Analyst,Maestro Technology Services,Coimbatore,0.0,1.0,0.5,9.0,13.8,11.4,"['vendor management', 'project management', 'documentation', 'business analysis', 'process improvement', 'budgeting', 'strategic planning', 'operations']","vendor management, project management, documentation, business analysis, process improvement, budgeting, strategic planning, operations"
Business Analyst,Business Analyst,Innvonix Tech Solutions,Ahmedabad,3.0,4.0,3.5,9.0,13.8,11.4,"['wireframing', 'documentation', 'ba', 'business analysis', 'communication skills', 'analysis']","wireframing, documentation, ba, business analysis, communication skills, analysis"
Business Analyst,Business Analyst,PHP Poets It Solutions,Udaipur,0.0,1.0,0.5,9.0,13.8,11.4,"['business analyst', 'analytical', 'sdlc', 'analytics', 'business analysis']","business analyst, analytical, sdlc, analytics, business analysis"
Business Analyst,Business Analyst,Photon,"Pune, Chennai, Bengaluru",2.0,6.0,4.0,9.0,13.8,11.4,"['data analysis', 'sql', 'tableau', 'analysis tools', 'scrum', 'cbap', 'project management', 'data management']","data analysis, sql, tableau, analysis tools, scrum, cbap, project management, data management"
Business Analyst,Business Analyst,Code Orion,Hyderabad,6.0,8.0,7.0,9.0,13.8,11.4,"['business analysis', 'bpmn', 'business analyst', 'waterfall', 'uml', 'agile', 'scrum', 'data visualization']","business analysis, bpmn, business analyst, waterfall, uml, agile, scrum, data visualization"
Business Analyst,Business Analyst,Top B2B MNC in BPO Domain,Bengaluru,4.0,8.0,6.0,8.0,11.0,9.5,"['it asset management', 'power bi', 'data sets', 'software asset management', 'bi', 'software', 'set', 'data']","it asset management, power bi, data sets, software asset management, bi, software, set, data"
Business Analyst,Business Analyst,Photon,"Pune, Chennai, Bengaluru",2.0,6.0,4.0,9.0,13.8,11.4,"['cspo', 'business analysis', 'user stories', 'agile', 'agile methodology', 'cbap', 'project management', 'gap analysis']","cspo, business analysis, user stories, agile, agile methodology, cbap, project management, gap analysis"
Business Analyst,Business Analyst,Photon,Bengaluru,3.0,7.0,5.0,9.0,13.8,11.4,"['office suite', 'waterfall', 'visio', 'agile', 'jira', 'trello', 'cbap', 'bpmn']","office suite, waterfall, visio, agile, jira, trello, cbap, bpmn"
Business Analyst,Business Analyst,Manpower group Services India,Hyderabad,3.0,5.0,4.0,12.0,16.0,14.0,"['system compliance', 'hcp', 'business analysis', 'contract management', 'e2e', 'data visualization', 'data processing', 'data']","system compliance, hcp, business analysis, contract management, e2e, data visualization, data processing, data"
Business Analyst,Business Analyst,Business Analyst,Hybrid - Bengaluru,7.0,10.0,8.5,14.0,16.0,15.0,"['design and development', 'web application', 'aem', 'aws', 'uipath', 'web technologies', 'design development', 'design']","design and development, web application, aem, aws, uipath, web technologies, design development, design"
Business Analyst,AI Adoption Consultant/Business Analyst,Classic Informatics,Gurugram,2.0,5.0,3.5,9.0,13.8,11.4,"['business analyst', 'ai adoption', 'business process analysis', 'ai adoption consultant', 'workflow mapping', 'process documentation', 'workflow automation', 'ai agent']","business analyst, ai adoption, business process analysis, ai adoption consultant, workflow mapping, process documentation, workflow automation, ai agent"
Business Analyst,Business Analyst,Photon,"Pune, Chennai, Bengaluru",7.0,12.0,9.5,9.0,13.8,11.4,"['rpa', 'business analysis', 'agile', 'process automation', 'agile methodology', 'project management', 'software testing', 'documentation']","rpa, business analysis, agile, process automation, agile methodology, project management, software testing, documentation"
Business Analyst,Business Analyst,Shashwath Solution,Noida,0.0,2.0,1.0,9.0,13.8,11.4,"['financial reporting', 'confluence', 'data analysis', 'bi', 'power bi', 'business analysis', 'regulatory reporting', 'business acumen']","financial reporting, confluence, data analysis, bi, power bi, business analysis, regulatory reporting, business acumen"
Business Analyst,Hiring For a Leading MNC |Business Analyst | Azure Databricks | SQL,Crescendo Global Client,"Hybrid - Pune, Chennai, Bengaluru",5.0,10.0,7.5,9.0,13.8,11.4,"['azure databricks', 'business analysis', 'sql', 'azure data factory', 'azure cloud', 'brd', 'requirement gathering', 'frd']","azure databricks, business analysis, sql, azure data factory, azure cloud, brd, requirement gathering, frd"
Business Analyst,Business Analyst,Enrich and Enlight,"Mumbai, Bengaluru",10.0,20.0,15.0,9.0,13.8,11.4,"['capital market', 'business analyst', 'otc derivatives', 'trade life cycle', 'settlements', 'regulatory reporting', 'investment banking', 'waterfall']","capital market, business analyst, otc derivatives, trade life cycle, settlements, regulatory reporting, investment banking, waterfall"
Business Analyst,Magento Business Analyst,Infogain,"Noida, Pune, Bengaluru",10.0,15.0,12.5,9.0,13.8,11.4,"['requirement gathering', 'user stories', 'business analysis', 'techno functional', 'magento', 'gap analysis', 'woocommerce', 'e', 'commerce']","requirement gathering, user stories, business analysis, techno functional, magento, gap analysis, woocommerce, e, commerce"
Business Analyst,Business Analyst and Ui Path,Leading Client,Hybrid - Bengaluru,6.0,8.0,7.0,9.0,13.8,11.4,"['business analysis', 'api concepts', 'rpa', 'data analysis', 'automation', 'ui path components', 'ui path', 'business analyst']","business analysis, api concepts, rpa, data analysis, automation, ui path components, ui path, business analyst"
Business Analyst,Business Analyst- Project/ BAU Governance,acesoft,Hybrid - Bengaluru,6.0,8.0,7.0,9.0,13.8,11.4,"['bau governance', 'azure', 'power bi', 'agile', 'jira', 'aws', 'sdlc', 'project']","bau governance, azure, power bi, agile, jira, aws, sdlc, project"
